SJC-000001,Randi,,Winn,2009-04-10,2009-04-13,3-DAY RENTAL,DEBIT,3.18,2009-04-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-08,2009-05-11,3-DAY RENTAL,DEBIT,3.18,2009-05-08,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-16,2009-01-19,3-DAY RENTAL,DEBIT,3.18,2009-01-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-02,2009-02-05,3-DAY RENTAL,DEBIT,3.18,2009-02-02,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-14,2009-02-17,3-DAY RENTAL,DEBIT,3.18,2009-02-14,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-10,2009-03-13,3-DAY RENTAL,DEBIT,3.18,2009-03-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-11,2009-03-14,3-DAY RENTAL,DEBIT,3.18,2009-03-11,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-27,2009-04-30,3-DAY RENTAL,DEBIT,3.18,2009-04-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-20,2009-04-23,3-DAY RENTAL,DEBIT,3.18,2009-04-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-04,2009-05-07,3-DAY RENTAL,DEBIT,3.18,2009-05-04,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-06-17,2009-06-20,3-DAY RENTAL,DEBIT,3.18,2009-06-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-04,2009-07-07,3-DAY RENTAL,DEBIT,3.18,2009-07-04,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-10,2009-07-13,3-DAY RENTAL,DEBIT,3.18,2009-07-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-10,2009-08-13,3-DAY RENTAL,DEBIT,3.18,2009-08-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-24,2009-08-27,3-DAY RENTAL,DEBIT,3.18,2009-08-24,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-31,2009-09-03,3-DAY RENTAL,DEBIT,3.18,2009-08-31,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-15,2009-09-18,3-DAY RENTAL,DEBIT,3.18,2009-09-15,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-16,2009-10-19,3-DAY RENTAL,DEBIT,3.18,2009-10-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-16,2009-10-19,3-DAY RENTAL,DEBIT,3.18,2009-10-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-29,2009-12-02,3-DAY RENTAL,DEBIT,3.18,2009-11-29,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-06,2009-12-09,3-DAY RENTAL,DEBIT,3.18,2009-12-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-17,2009-11-20,3-DAY RENTAL,DEBIT,3.18,2009-11-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-17,2009-12-20,3-DAY RENTAL,DEBIT,3.18,2009-12-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-24,2009-12-27,3-DAY RENTAL,DEBIT,3.18,2009-12-24,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-02,2009-04-05,3-DAY RENTAL,DEBIT,3.18,2009-04-02,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-28,2009-10-31,3-DAY RENTAL,DEBIT,3.18,2009-10-28,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-16,2009-01-19,3-DAY RENTAL,DEBIT,3.18,2009-01-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-27,2009-01-30,3-DAY RENTAL,DEBIT,3.18,2009-01-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-21,2009-02-24,3-DAY RENTAL,DEBIT,3.18,2009-02-21,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-26,2009-03-01,3-DAY RENTAL,DEBIT,3.18,2009-02-26,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-09,2009-03-12,3-DAY RENTAL,DEBIT,3.18,2009-03-09,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-12,2009-04-15,3-DAY RENTAL,DEBIT,3.18,2009-04-12,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-10,2009-04-13,3-DAY RENTAL,DEBIT,3.18,2009-04-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-07,2009-05-10,3-DAY RENTAL,DEBIT,3.18,2009-05-07,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-16,2009-01-19,3-DAY RENTAL,DEBIT,3.18,2009-01-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-24,2009-02-27,3-DAY RENTAL,DEBIT,3.18,2009-02-24,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-26,2009-03-01,3-DAY RENTAL,DEBIT,3.18,2009-02-26,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-17,2009-03-20,3-DAY RENTAL,DEBIT,3.18,2009-03-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-17,2009-03-20,3-DAY RENTAL,DEBIT,3.18,2009-03-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-09,2009-05-12,3-DAY RENTAL,DEBIT,3.18,2009-05-09,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-13,2009-04-16,3-DAY RENTAL,DEBIT,3.18,2009-04-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-06,2009-05-09,3-DAY RENTAL,DEBIT,3.18,2009-05-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-06-12,2009-06-15,3-DAY RENTAL,DEBIT,3.18,2009-06-12,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-15,2009-07-18,3-DAY RENTAL,DEBIT,3.18,2009-07-15,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-11,2009-07-14,3-DAY RENTAL,DEBIT,3.18,2009-07-11,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-04,2009-08-07,3-DAY RENTAL,DEBIT,3.18,2009-08-04,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-12,2009-08-15,3-DAY RENTAL,DEBIT,3.18,2009-08-12,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-06,2009-09-09,3-DAY RENTAL,DEBIT,3.18,2009-09-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-23,2009-09-26,3-DAY RENTAL,DEBIT,3.18,2009-09-23,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-13,2009-10-16,3-DAY RENTAL,DEBIT,3.18,2009-10-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-30,2009-11-02,3-DAY RENTAL,DEBIT,3.18,2009-10-30,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-16,2009-11-19,3-DAY RENTAL,DEBIT,3.18,2009-11-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-20,2009-11-23,3-DAY RENTAL,DEBIT,3.18,2009-11-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-27,2009-11-30,3-DAY RENTAL,DEBIT,3.18,2009-11-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-18,2009-12-21,3-DAY RENTAL,DEBIT,3.18,2009-12-18,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-28,2009-12-31,3-DAY RENTAL,DEBIT,3.18,2009-12-28,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-20,2009-03-23,3-DAY RENTAL,DEBIT,3.18,2009-03-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-18,2009-10-21,3-DAY RENTAL,DEBIT,3.18,2009-10-18,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-22,2009-01-25,3-DAY RENTAL,DEBIT,3.18,2009-01-22,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-06,2009-02-09,3-DAY RENTAL,DEBIT,3.18,2009-02-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-14,2009-02-17,3-DAY RENTAL,DEBIT,3.18,2009-02-14,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-27,2009-03-02,3-DAY RENTAL,DEBIT,3.18,2009-02-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-07,2009-03-10,3-DAY RENTAL,DEBIT,3.18,2009-03-07,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-31,2009-04-03,3-DAY RENTAL,DEBIT,3.18,2009-03-31,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-20,2009-04-23,3-DAY RENTAL,DEBIT,3.18,2009-04-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-04,2009-05-07,3-DAY RENTAL,DEBIT,3.18,2009-05-04,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-27,2009-01-30,3-DAY RENTAL,DEBIT,3.18,2009-01-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-12,2009-02-15,3-DAY RENTAL,DEBIT,3.18,2009-02-12,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-28,2009-03-03,3-DAY RENTAL,DEBIT,3.18,2009-02-28,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-08,2009-03-11,3-DAY RENTAL,DEBIT,3.18,2009-03-08,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-13,2009-03-16,3-DAY RENTAL,DEBIT,3.18,2009-03-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-25,2009-04-28,3-DAY RENTAL,DEBIT,3.18,2009-04-25,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-27,2009-04-30,3-DAY RENTAL,DEBIT,3.18,2009-04-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-13,2009-05-16,3-DAY RENTAL,DEBIT,3.18,2009-05-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-06-08,2009-06-11,3-DAY RENTAL,DEBIT,3.18,2009-06-08,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-13,2009-07-16,3-DAY RENTAL,DEBIT,3.18,2009-07-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-23,2009-07-26,3-DAY RENTAL,DEBIT,3.18,2009-07-23,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-08,2009-08-11,3-DAY RENTAL,DEBIT,3.18,2009-08-08,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-16,2009-08-19,3-DAY RENTAL,DEBIT,3.18,2009-08-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-11,2009-09-14,3-DAY RENTAL,DEBIT,3.18,2009-09-11,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-15,2009-09-18,3-DAY RENTAL,DEBIT,3.18,2009-09-15,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-01,2009-10-04,3-DAY RENTAL,DEBIT,3.18,2009-10-01,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-25,2009-10-28,3-DAY RENTAL,DEBIT,3.18,2009-10-25,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-01,2009-11-04,3-DAY RENTAL,DEBIT,3.18,2009-11-01,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-25,2009-11-28,3-DAY RENTAL,DEBIT,3.18,2009-11-25,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-05,2009-12-08,3-DAY RENTAL,DEBIT,3.18,2009-12-05,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-20,2009-12-23,3-DAY RENTAL,DEBIT,3.18,2009-12-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-24,2009-12-27,3-DAY RENTAL,DEBIT,3.18,2009-12-24,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-23,2009-03-26,3-DAY RENTAL,DEBIT,3.18,2009-03-23,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-16,2009-10-19,3-DAY RENTAL,DEBIT,3.18,2009-10-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-11,2009-01-14,3-DAY RENTAL,DEBIT,3.18,2009-01-11,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-03,2009-02-06,3-DAY RENTAL,DEBIT,3.18,2009-02-03,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-13,2009-02-16,3-DAY RENTAL,DEBIT,3.18,2009-02-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-22,2009-03-25,3-DAY RENTAL,DEBIT,3.18,2009-03-22,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-11,2009-03-14,3-DAY RENTAL,DEBIT,3.18,2009-03-11,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-18,2009-04-21,3-DAY RENTAL,DEBIT,3.18,2009-04-18,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-14,2009-04-17,3-DAY RENTAL,DEBIT,3.18,2009-04-14,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-17,2009-05-20,3-DAY RENTAL,DEBIT,3.18,2009-05-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-27,2009-01-30,3-DAY RENTAL,DEBIT,3.18,2009-01-27,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-01,2009-02-04,3-DAY RENTAL,DEBIT,3.18,2009-02-01,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-20,2009-02-23,3-DAY RENTAL,DEBIT,3.18,2009-02-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-14,2009-03-17,3-DAY RENTAL,DEBIT,3.18,2009-03-14,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-03,2009-04-06,3-DAY RENTAL,DEBIT,3.18,2009-04-03,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-10,2009-04-13,3-DAY RENTAL,DEBIT,3.18,2009-04-10,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-04-13,2009-04-16,3-DAY RENTAL,DEBIT,3.18,2009-04-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-05-06,2009-05-09,3-DAY RENTAL,DEBIT,3.18,2009-05-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-06-13,2009-06-16,3-DAY RENTAL,DEBIT,3.18,2009-06-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-01,2009-07-04,3-DAY RENTAL,DEBIT,3.18,2009-07-01,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-07-09,2009-07-12,3-DAY RENTAL,DEBIT,3.18,2009-07-09,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-01,2009-08-04,3-DAY RENTAL,DEBIT,3.18,2009-08-01,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-08-13,2009-08-16,3-DAY RENTAL,DEBIT,3.18,2009-08-13,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-06,2009-09-09,3-DAY RENTAL,DEBIT,3.18,2009-09-06,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-20,2009-09-23,3-DAY RENTAL,DEBIT,3.18,2009-09-20,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-09-30,2009-10-03,3-DAY RENTAL,DEBIT,3.18,2009-09-30,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-17,2009-10-20,3-DAY RENTAL,DEBIT,3.18,2009-10-17,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-05,2009-11-08,3-DAY RENTAL,DEBIT,3.18,2009-11-05,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-15,2009-11-18,3-DAY RENTAL,DEBIT,3.18,2009-11-15,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-11-19,2009-11-22,3-DAY RENTAL,DEBIT,3.18,2009-11-19,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-19,2009-12-22,3-DAY RENTAL,DEBIT,3.18,2009-12-19,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-12-22,2009-12-25,3-DAY RENTAL,DEBIT,3.18,2009-12-22,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-03-31,2009-04-03,3-DAY RENTAL,DEBIT,3.18,2009-03-31,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-10-16,2009-10-19,3-DAY RENTAL,DEBIT,3.18,2009-10-16,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-01-08,2009-01-11,3-DAY RENTAL,DEBIT,3.18,2009-01-08,1,DISCOVER_CARD,111-111-111-111,                                      
SJC-000001,Randi,,Winn,2009-02-04,2009-02-07,3-DAY RENTAL,DEBIT,3.18,2009-02-04,1,DISCOVER_CARD,111-111-111-111,                                      
